name,form,unique_name,ndex,galar_dex,ioa_dex,ct_dex,paldea_dex,tm_dex,type1,type2,hp,atk,def,spa,spd,spe,egg_group1,egg_group2,gender_ratio,ability1,ability2,hidden_ability,egg_cycles,url
Cyclizar,,cyclizar,967,,,,295,,Dragon,Normal,70,95,65,85,65,121,Field,,Equal,Shed Skin,,Regenerator,30,https://pokemondb.net/pokedex/cyclizar
Orthworm,,orthworm,968,,,,296,96,Steel,,70,85,145,60,55,65,Field,,Equal,Earth Eater,,Sand Veil,35,https://pokemondb.net/pokedex/orthworm
Glimmet,,glimmet,969,,,,308,156,Rock,Poison,48,35,42,105,60,60,Mineral,,Equal,Toxic Debris,,Corrosion,30,https://pokemondb.net/pokedex/glimmet
Glimmora,,glimmora,970,,,,309,157,Rock,Poison,83,55,90,130,81,86,Mineral,,Equal,Toxic Debris,,Corrosion,30,https://pokemondb.net/pokedex/glimmora
Greavard,,greavard,971,,,,311,,Ghost,,50,61,60,30,55,34,Field,,Equal,Pickup,,Fluffy,20,https://pokemondb.net/pokedex/greavard
Houndstone,,houndstone,972,,,,312,,Ghost,,72,101,100,50,97,68,Field,,Equal,Sand Rush,,Fluffy,20,https://pokemondb.net/pokedex/houndstone
Flamigo,,flamigo,973,,,,346,,Flying,Fighting,82,115,74,75,64,90,Flying,,Equal,Scrappy,Tangled Feet,Costar,20,https://pokemondb.net/pokedex/flamigo
Cetoddle,,cetoddle,974,,,,361,,Ice,,108,68,45,30,40,43,Field,,Equal,Thick Fat,Snow Cloak,Sheer Force,25,https://pokemondb.net/pokedex/cetoddle
Cetitan,,cetitan,975,,,,362,,Ice,,170,113,65,45,55,73,Field,,Equal,Thick Fat,Slush Rush,Sheer Force,25,https://pokemondb.net/pokedex/cetitan
Veluza,,veluza,976,,,,373,,Water,Psychic,90,102,73,78,65,70,Water 2,,Equal,Mold Breaker,,Sharpness,20,https://pokemondb.net/pokedex/veluza
Dondozo,,dondozo,977,,,,374,,Water,,150,100,115,65,65,35,Water 2,,Equal,Unaware,Oblivious,Water Veil,40,https://pokemondb.net/pokedex/dondozo
Tatsugiri,Curly Form,tatsugiri-curly,978,,,,375,,Dragon,Water,68,50,60,120,95,82,Water 2,,Equal,Commander,,Storm Drain,35,https://pokemondb.net/pokedex/tatsugiri
Tatsugiri,Droopy Form,tatsugiri-droopy,978,,,,375,,Dragon,Water,68,50,60,120,95,82,Water 2,,Equal,Commander,,Storm Drain,35,https://pokemondb.net/pokedex/tatsugiri
Tatsugiri,Stretchy Form,tatsugiri-stretchy,978,,,,375,,Dragon,Water,68,50,60,120,95,82,Water 2,,Equal,Commander,,Storm Drain,35,https://pokemondb.net/pokedex/tatsugiri
Annihilape,,annihilape,979,,,,160,101,Fighting,Ghost,110,115,80,50,90,90,Field,,Equal,Vital Spirit,Inner Focus,Defiant,20,https://pokemondb.net/pokedex/annihilape
Clodsire,,clodsire,980,,,,54,,Poison,Ground,130,75,60,45,100,20,Field,Water 1,Equal,Poison Point,Water Absorb,Unaware,20,https://pokemondb.net/pokedex/clodsire
Farigiraf,,farigiraf,981,,,,193,,Normal,Psychic,120,90,70,110,70,60,Field,,Equal,Cud Chew,Armor Tail,Sap Sipper,20,https://pokemondb.net/pokedex/farigiraf
Dudunsparce,Two-Segment Form,dudunsparce-two-segment,982,,,,189,161,Normal,,125,100,80,85,75,55,Field,,Equal,Serene Grace,Run Away,Rattled,20,https://pokemondb.net/pokedex/dudunsparce
Dudunsparce,Three-Segment Form,dudunsparce-three-segment,982,,,,189,161,Normal,,125,100,80,85,75,55,Field,,Equal,Serene Grace,Run Away,Rattled,20,https://pokemondb.net/pokedex/dudunsparce
Kingambit,,kingambit,983,,,,369,188,Dark,Steel,100,135,120,60,85,50,Human-Like,,Equal,Defiant,Supreme Overlord,Pressure,20,https://pokemondb.net/pokedex/kingambit
Great Tusk,,great-tusk,984,,,,376,,Ground,Fighting,115,131,131,53,53,87,Undiscovered,,Genderless,Protosynthesis,,,50,https://pokemondb.net/pokedex/great-tusk
Scream Tail,,scream-tail,985,,,,377,,Fairy,Psychic,115,65,99,65,115,111,Undiscovered,,Genderless,Protosynthesis,,,50,https://pokemondb.net/pokedex/scream-tail
Brute Bonnet,,brute-bonnet,986,,,,378,,Grass,Dark,111,127,99,79,99,55,Undiscovered,,Genderless,Protosynthesis,,,50,https://pokemondb.net/pokedex/brute-bonnet
Flutter Mane,,flutter-mane,987,,,,379,,Ghost,Fairy,55,55,55,135,135,135,Undiscovered,,Genderless,Protosynthesis,,,50,https://pokemondb.net/pokedex/flutter-mane
Slither Wing,,slither-wing,988,,,,380,,Bug,Fighting,85,135,79,85,105,81,Undiscovered,,Genderless,Protosynthesis,,,50,https://pokemondb.net/pokedex/slither-wing
Sandy Shocks,,sandy-shocks,989,,,,381,,Electric,Ground,85,81,97,121,85,101,Undiscovered,,Genderless,Protosynthesis,,,50,https://pokemondb.net/pokedex/sandy-shocks
Iron Treads,,iron-treads,990,,,,382,,Ground,Steel,90,112,120,72,70,106,Undiscovered,,Genderless,Quark Drive,,,50,https://pokemondb.net/pokedex/iron-treads
Iron Bundle,,iron-bundle,991,,,,383,,Ice,Water,56,80,114,124,60,136,Undiscovered,,Genderless,Quark Drive,,,50,https://pokemondb.net/pokedex/iron-bundle
Iron Hands,,iron-hands,992,,,,384,,Fighting,Electric,154,140,108,50,68,50,Undiscovered,,Genderless,Quark Drive,,,50,https://pokemondb.net/pokedex/iron-hands
Iron Jugulis,,iron-jugulis,993,,,,385,,Dark,Flying,94,80,86,122,80,108,Undiscovered,,Genderless,Quark Drive,,,50,https://pokemondb.net/pokedex/iron-jugulis
Iron Moth,,iron-moth,994,,,,386,,Fire,Poison,80,70,60,140,110,110,Undiscovered,,Genderless,Quark Drive,,,50,https://pokemondb.net/pokedex/iron-moth
Iron Thorns,,iron-thorns,995,,,,387,,Rock,Electric,100,134,110,70,84,72,Undiscovered,,Genderless,Quark Drive,,,50,https://pokemondb.net/pokedex/iron-thorns
Frigibax,,frigibax,996,,,,388,,Dragon,Ice,65,75,45,35,45,55,Dragon,Mineral,Equal,Thermal Exchange,,Ice Body,40,https://pokemondb.net/pokedex/frigibax
Arctibax,,arctibax,997,,,,389,,Dragon,Ice,90,95,66,45,65,62,Dragon,Mineral,Equal,Thermal Exchange,,Ice Body,40,https://pokemondb.net/pokedex/arctibax
Baxcalibur,,baxcalibur,998,,,,390,,Dragon,Ice,115,145,92,75,86,87,Dragon,Mineral,Equal,Thermal Exchange,,Ice Body,40,https://pokemondb.net/pokedex/baxcalibur
Gimmighoul,Chest Form,gimmighoul-chest,999,,,,391,,Ghost,,45,30,70,75,70,10,Undiscovered,,Genderless,Rattled,,,50,https://pokemondb.net/pokedex/gimmighoul
Gimmighoul,Roaming Form,gimmighoul-roaming,999,,,,391,,Ghost,,45,30,25,75,45,80,Undiscovered,,Genderless,Run Away,,,50,https://pokemondb.net/pokedex/gimmighoul
Gholdengo,,gholdengo,1000,,,,392,,Steel,Ghost,87,60,95,133,91,84,Undiscovered,,Genderless,Good as Gold,,,50,https://pokemondb.net/pokedex/gholdengo
Wo-Chien,,wo-chien,1001,,,,393,,Dark,Grass,85,85,100,95,135,70,Undiscovered,,Genderless,Tablets of Ruin,,,50,https://pokemondb.net/pokedex/wo-chien
Chien-Pao,,chien-pao,1002,,,,394,,Dark,Ice,80,120,80,90,65,135,Undiscovered,,Genderless,Sword of Ruin,,,50,https://pokemondb.net/pokedex/chien-pao
Ting-Lu,,ting-lu,1003,,,,395,,Dark,Ground,155,110,125,55,80,45,Undiscovered,,Genderless,Vessel of Ruin,,,50,https://pokemondb.net/pokedex/ting-lu
Chi-Yu,,chi-yu,1004,,,,396,,Dark,Fire,55,80,80,135,120,100,Undiscovered,,Genderless,Beads of Ruin,,,50,https://pokemondb.net/pokedex/chi-yu
Roaring Moon,,roaring-moon,1005,,,,397,,Dragon,Dark,105,139,71,55,101,119,Undiscovered,,Genderless,Protosynthesis,,,50,https://pokemondb.net/pokedex/roaring-moon
Iron Valiant,,iron-valiant,1006,,,,398,,Fairy,Fighting,74,130,90,120,60,116,Undiscovered,,Genderless,Quark Drive,,,50,https://pokemondb.net/pokedex/iron-valiant
Koraidon,,koraidon,1007,,,,399,,Fighting,Dragon,100,135,115,85,100,135,Undiscovered,,Genderless,Orichalcum Pulse,,,50,https://pokemondb.net/pokedex/koraidon
Miraidon,,miraidon,1008,,,,400,,Electric,Dragon,100,85,100,135,115,135,Undiscovered,,Genderless,Hadron Engine,,,50,https://pokemondb.net/pokedex/miraidon
Walking Wake,,walking-wake,1009,,,,,,Water,Dragon,99,83,91,125,83,109,Undiscovered,,Genderless,Protosynthesis,,,50,https://pokemondb.net/pokedex/walking-wake
Iron Leaves,,iron-leaves,1010,,,,,,Grass,Psychic,90,130,88,70,108,104,Undiscovered,,Genderless,Quark Drive,,,50,https://pokemondb.net/pokedex/iron-leaves
Dipplin,,dipplin,1011,,,,,36,Grass,Dragon,80,80,110,95,80,40,Dragon,Grass,Equal,Supersweet Syrup,Gluttony,Sticky Hold,20,https://pokemondb.net/pokedex/dipplin
Poltchageist,,poltchageist,1012,,,,,76,Grass,Ghost,40,45,45,74,54,50,Amorphous,Mineral,Genderless,Hospitality,,Heatproof,20,https://pokemondb.net/pokedex/poltchageist
Sinistcha,,sinistcha,1013,,,,,77,Grass,Ghost,71,60,106,121,80,70,Amorphous,Mineral,Genderless,Hospitality,,Heatproof,20,https://pokemondb.net/pokedex/sinistcha
Okidogi,,okidogi,1014,,,,,197,Poison,Fighting,88,128,115,58,86,80,Undiscovered,,Male only,Toxic Chain,,Guard Dog,120,https://pokemondb.net/pokedex/okidogi
Munkidori,,munkidori,1015,,,,,198,Poison,Psychic,88,75,66,130,90,106,Undiscovered,,Male only,Toxic Chain,,Frisk,120,https://pokemondb.net/pokedex/munkidori
Fezandipiti,,fezandipiti,1016,,,,,199,Poison,Fairy,88,91,82,70,125,99,Undiscovered,,Male only,Toxic Chain,,Technician,120,https://pokemondb.net/pokedex/fezandipiti
Ogerpon,Teal Mask,ogerpon-teal,1017,,,,,200,Grass,,80,120,84,60,96,110,Undiscovered,,Female only,Defiant,,,10,https://pokemondb.net/pokedex/ogerpon
Ogerpon,Wellspring Mask,ogerpon-wellspring,1017,,,,,200,Grass,Water,80,120,84,60,96,110,Undiscovered,,Female only,Water Absorb,,,10,https://pokemondb.net/pokedex/ogerpon
Ogerpon,Hearthflame Mask,ogerpon-hearthflame,1017,,,,,200,Grass,Fire,80,120,84,60,96,110,Undiscovered,,Female only,Mold Breaker,,,10,https://pokemondb.net/pokedex/ogerpon
Ogerpon,Cornerstone Mask,ogerpon-cornerstone,1017,,,,,200,Grass,Rock,80,120,84,60,96,110,Undiscovered,,Female only,Sturdy,,,10,https://pokemondb.net/pokedex/ogerpon
